n,cap,estimator,replication,cost,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
16,3,multilevel,18,64,-0.030160572536721553,0.005181585720015051,0.013275082056597009,-0.017911353380930032,0.0076646131729508175,0.016099869324267012,-0.015014463821769476,0.03273405704264053,0.0001237716207438312,-5.0946639095634984e-05
16,3,plugin,19,80,0.0031619053140112597,0.00042022711242566954,0.0028741862882560036,-0.0012120566405643789,-0.0006537438388074569,0.00029467715890744376,0.00040677381460702607,0.0010860881347751696,3.345156063196697e-05,-0.0005110423917521709
16,3,multilevel,19,66,0.011251205371604883,0.006455341614777487,-0.016505295240446746,0.021504372722652126,0.013023573255570527,-0.004976378690097018,-0.0025192686788812093,-0.0034724083062100406,-0.00024036828586443304,0.0013575516108685038
16,3,plugin,20,80,-6.523447395048703e-05,-0.00021629612967745437,-0.00028957589764752037,0.0006055836689330045,0.0005852923303445414,0.0005167316795208904,-0.00015676328536914469,-0.00019802179163578234,2.212960965374853e-05,3.894616312162008e-05
16,3,multilevel,20,86,-0.020033342700714038,0.0039334057654674464,-0.002386911094725784,-0.005864045899758955,0.010185903457041241,0.006798487384569465,0.00026792444547258824,-0.007627938985269926,-0.0005184673123438247,-0.0007832142250656072
16,3,plugin,21,80,0.00014662263904404458,5.572069020582544e-05,0.000841268188781212,-0.0015143906338512957,0.00041406678394371066,0.0008858212288359127,-8.756014595316181e-05,-7.519201407984083e-05,-4.608527080707618e-05,6.11569401555575e-06
16,3,multilevel,21,70,-0.010603107069630545,-0.0028865937262010774,-0.005552885075306895,0.0008317757014191136,-0.0030621937337622336,-0.0012680318945936628,-0.0031163440719636573,0.013625832437983368,0.00011808778104443882,-0.0017420412171073071
16,3,plugin,22,80,-0.0015245971575551462,0.002114021416965637,0.0033624793863743967,-0.003932542947458262,-0.004129760989830961,-0.0004112560337167255,0.0007294660247412469,3.3649078535862996e-05,9.50140671529525e-05,-0.0002683938218949334
16,3,multilevel,22,78,-0.004067946312607465,0.0034052891379557785,-0.002580613648332229,-0.012585076984717133,0.0026437982166710333,-0.016827927992479966,-0.010735651971440522,0.028248634868599316,-0.0002430319403229297,0.006343510924685788
16,3,plugin,23,80,0.00022389266861204133,-0.0006172955899656749,0.0017625151036010456,-0.002306647308648912,0.0006120108043729036,0.0024044349175214273,-0.00014887282495081543,0.0006408764586572451,-3.0102659062247967e-05,-0.00031494467178825566
16,3,multilevel,23,76,-0.00948655978678094,-2.5588418187995456e-05,0.005725736930667381,-0.005740013262276631,-0.00015211497972996273,0.0009403439609395838,0.0024005844207029997,0.0002635582787831415,-0.00016871643228217917,-0.0018461580431662528
16,3,plugin,24,80,-0.0016016585607897243,-6.246048220136337e-05,0.0008032040273282659,-0.00021242684097121117,0.0005417857415228812,0.00030110709854232106,-0.0011570699420747094,5.7883478404775255e-05,7.714342955789428e-05,-0.0001917589387775687
16,3,multilevel,24,104,-0.08839193426348851,0.004972478056836486,0.06285506730160924,-0.03671983815675723,0.017502929444048014,0.02969375854512715,-0.033585150948313186,-0.030764628271631574,0.001964514938663527,0.009410186246615309
