eta_gain,eta_loss,reference_gap
0.8,0.04,0.15680000000000005
0.8,0.06,0.15519999999999978
0.8,0.08,0.15359999999999974
0.8,0.1,0.1519999999999999
0.8,0.12,0.15039999999999987
0.8,0.14,0.14880000000000004
0.8,0.16,0.1472
0.8,0.18,0.14559999999999973
0.8,0.2,0.1439999999999999
0.8,0.22,0.14239999999999986
0.8,0.24,0.14080000000000004
0.8,0.26,0.1392
0.8,0.28,0.13759999999999972
0.8,0.3,0.1359999999999999
0.8,0.32,0.13439999999999985
0.8,0.34,0.13280000000000003
0.8,0.36,0.13119999999999998
0.8,0.38,0.12959999999999994
0.8,0.4,0.1279999999999999
0.8,0.42,0.12639999999999985
0.8,0.44,0.12480000000000002
0.8,0.46,0.12319999999999998
0.8,0.48,0.12159999999999993
0.8,0.5,0.11999999999999988
0.8,0.52,0.11839999999999984
0.8,0.54,0.11680000000000001
0.8,0.56,0.11519999999999997
0.8,0.58,0.11359999999999992
0.8,0.6,0.1120000000000001
0.8,0.62,0.11039999999999983
0.8,0.64,0.10880000000000001
0.8,0.66,0.10719999999999996
0.8,0.68,0.10559999999999992
0.8,0.7000000000000001,0.10400000000000009
0.8,0.72,0.10240000000000005
0.8,0.74,0.10079999999999978
0.8,0.76,0.09919999999999995
0.8,0.78,0.09759999999999991
0.8,0.8,0.09599999999999986
